DOY,MeanT,Rain,MeanPET
330,16.36,3.28,4.9
331,16.31,3.41,5.2
332,16.46,2.21,5.2
333,16.63,4.16,5.1
334,16.55,1.6,5.2
335,16.65,1.71,4.9
336,16.7,1.4,4.8
337,17.28,1.85,5.1
338,17.71,1.89,5.3
339,17.48,3.03,4.9
340,17.64,1.03,5.2
341,18.04,2.81,5.3
342,17.95,0.99,5.3
343,17.58,1.7,5.6
344,17.4,2.02,4.9
345,17.44,1.73,5
346,17.75,1.61,5.2
347,18.1,1.65,5.3
348,18.21,2.29,5.4
349,18.05,2.78,4.9
350,17.93,1.51,5.2
351,18.1,1.63,5.4
352,18.23,2.63,5.2
353,18.29,5.41,5.1
354,18.4,2.4,5.4
355,18.38,1.8,5.7
356,18.29,1.03,5.3
357,18.01,0.73,5.7
358,18.05,2.55,5.1
359,18.28,2.24,5.2
360,18.16,1.99,5
361,17.94,1.87,5.3
362,18.26,0.49,5.5
363,18.46,0.75,5.4
364,18.16,1.77,4.9
365,18.13,3.88,5.4
366,18.32,2.11,5.5
